product_id,tn
20001,811.49759
20002,510.0903
20003,578.96567
20004,429.12177
20005,345.71772
20006,288.75726
20007,322.99422
20008,262.01404
20009,251.18999
20010,198.1836
20011,208.84142
20012,280.03203
20013,216.47666
20014,248.65917
20015,280.18643
20016,195.04411
20017,181.10572
20018,148.84405
20019,232.97133
20020,178.76774
20021,117.77123
20022,78.70527
20023,178.48274
20024,173.84215
20025,111.91533
20026,125.6057
20027,134.96273
20028,83.35044
20029,105.72999
20030,112.52356
20031,116.09783
20032,247.9988
20033,130.27478
20035,129.21636
20037,47.0679
20038,104.06058
20039,118.46288
20041,107.02483
20042,107.26278
20043,89.03758
20044,80.63595
20045,107.0951
20046,106.18959
20047,111.22797
20049,3.27567
20050,33.22242
20051,14.82737
20052,86.31993
20053,108.17898
20054,69.55673
20055,68.89152
20056,24.52394
20057,81.70854
20058,97.70788
20059,81.89094
20061,82.10835
20062,44.51032
20063,66.7936
20065,33.93065
20066,52.21281
20067,62.23621
20068,93.26391
20069,73.40957
20070,78.24009
20071,28.77949
20072,75.38004
20073,42.39246
20074,62.85999
20075,34.90025
20076,60.05998
20077,39.37982
20079,44.87414
20080,34.67325
20081,67.29516
20082,45.24491
20084,1.37455
20085,102.79422
20086,47.18321
20087,24.71384
20089,10.54001
20090,35.83556
20091,30.80688
20092,39.68079
20093,57.99764
20094,20.44148
20095,35.30612
20096,50.6628
20097,60.93297
20099,42.46224
20100,29.78733
20101,51.83639
20102,30.09277
20103,51.98035
20106,49.97382
20107,21.62112
20108,47.80653
20109,49.39305
20111,45.95333
20112,29.24193
20114,52.084
20116,14.96004
20117,42.36573
20118,35.62665
20119,44.88945
20120,42.14674
20121,7.38701
20122,49.05572
20123,46.10538
20124,46.72159
20125,41.80578
20126,24.17849
20127,12.80399
20129,50.13345
20130,52.55846
20132,37.86729
20133,14.2089
20134,26.14137
20135,50.88515
20137,38.85658
20138,27.29829
20139,14.02353
20140,9.39869
20142,26.0723
20143,24.73702
20144,30.06897
20145,30.69144
20146,23.69953
20148,17.82522
20150,6.59124
20151,29.38656
20152,14.50538
20153,21.45167
20155,24.8725
20157,21.31193
20158,16.53048
20159,28.45592
20160,36.58521
20161,34.14122
20162,9.40316
20164,15.3153
20166,22.45561
20167,18.12613
20168,18.52545
20170,34.91676
20174,69.35355
20175,12.58847
20176,19.7823
20177,26.30993
20179,14.34784
20180,8.79936
20181,25.61073
20182,15.81326
20183,22.75512
20184,13.69747
20187,18.38577
20188,7.46989
20189,17.44781
20192,4.62606
20193,19.98895
20196,12.14048
20197,14.83122
20198,24.98004
20200,23.05099
20201,16.58172
20202,9.94044
20203,7.4621
20205,18.35823
20206,17.498
20207,19.39196
20208,21.71693
20209,11.03019
20210,7.78032
20211,14.31588
20212,14.41995
20213,42.71804
20215,15.02838
20216,7.24003
20218,8.58184
20219,18.3746
20220,14.66349
20222,8.52569
20224,12.96274
20225,2.18894
20226,13.94262
20227,12.93007
20228,10.50186
20230,2.76473
20231,16.12643
20232,9.69969
20233,1.75008
20234,3.78215
20235,9.90239
20236,72.49824
20237,18.54919
20238,12.18889
20239,7.14514
20240,9.68993
20241,16.82412
20242,11.26089
20244,6.76477
20246,13.63875
20249,8.55608
20251,13.05663
20252,9.45972
20253,8.36387
20254,12.72003
20255,7.1408
20256,10.8909
20257,36.27267
20259,8.55405
20261,62.04741
20262,13.65885
20263,12.84691
20264,16.59516
20265,4.10436
20266,11.54657
20267,13.28041
20268,3.75612
20269,4.99846
20270,10.75994
20271,7.1321
20272,12.32646
20273,11.2665
20275,3.39812
20276,10.95588
20277,2.70715
20278,8.00566
20280,2.76084
20281,2.64847
20282,4.58826
20283,6.36794
20284,9.71614
20285,8.6609
20286,35.7787
20288,10.0062
20289,3.86163
20290,5.48457
20291,2.16184
20292,10.59491
20295,2.2753
20296,11.69738
20297,5.24445
20298,1.43501
20299,7.16776
20300,9.9515
20301,9.56944
20302,2.72055
20303,10.90361
20304,5.90983
20305,1.85504
20306,13.53401
20307,11.30865
20309,8.63052
20310,11.78291
20311,5.32535
20313,1.56571
20314,11.06605
20315,3.33294
20316,6.89829
20317,12.62912
20319,13.02107
20320,9.21016
20321,8.31943
20322,11.58854
20323,9.05011
20324,2.74394
20325,3.99586
20326,8.64815
20327,6.5042
20328,8.87025
20329,7.14425
20330,11.94642
20332,6.52608
20334,0.60894
20335,11.57001
20336,6.03469
20337,9.45588
20338,10.71511
20340,0.53117
20341,6.93253
20342,3.42958
20343,2.38132
20344,10.46869
20346,3.52264
20348,14.10334
20349,6.2837
20350,2.31742
20351,9.21093
20352,8.55388
20353,3.63162
20354,8.22129
20355,11.87918
20356,3.71605
20357,2.74838
20358,4.73889
20359,5.79379
20361,6.33692
20362,3.72563
20364,8.03787
20365,7.27575
20366,10.01426
20367,6.29247
20368,10.07875
20372,4.46182
20375,7.91096
20377,3.3033
20378,11.98605
20379,6.24384
20380,5.03881
20381,7.52227
20382,7.82092
20383,1.97132
20384,7.57726
20385,8.34605
20386,8.55268
20387,11.22304
20388,3.42921
20389,12.3143
20390,8.79161
20395,7.34865
20396,5.98679
20398,1.33352
20400,2.03243
20401,6.83398
20402,0.02184
20403,10.05872
20404,4.59412
20406,4.65903
20407,6.0414
20408,10.78067
20409,5.81966
20410,6.65594
20411,4.16671
20414,13.66588
20415,8.10295
20416,1.37729
20417,1.04134
20418,1.25299
20419,6.71598
20421,1.7104
20422,0.90302
20424,7.58435
20426,2.21616
20428,1.54737
20429,1.07846
20432,6.01941
20433,5.14614
20434,2.02315
20438,5.16964
20440,0.83394
20442,18.51845
20443,5.61534
20447,8.5111
20449,1.13971
20450,5.17302
20453,1.54785
20456,3.20884
20458,12.4541
20459,14.91746
20460,5.85308
20463,0.71631
20464,1.06836
20465,6.02531
20466,4.3997
20469,4.28138
20470,1.0418
20473,0.61852
20474,4.72497
20476,8.02267
20477,8.8105
20478,6.15402
20479,5.52115
20480,5.62092
20481,5.36629
20482,5.88766
20483,2.82424
20484,3.01219
20488,6.7633
20490,0.87655
20491,12.13552
20495,13.72013
20496,1.70331
20497,0.92261
20500,4.44387
20502,1.94533
20503,3.20498
20505,4.65865
20508,5.65529
20509,0.47923
20510,11.41186
20513,4.15488
20514,0.10236
20517,2.4548
20520,0.67369
20521,8.18189
20522,8.00945
20523,6.80502
20524,1.48445
20525,11.13529
20526,6.55438
20527,7.97919
20530,2.77429
20531,12.08259
20532,4.02404
20536,4.20392
20537,10.7842
20538,2.36107
20539,3.70932
20540,9.79691
20541,6.40726
20542,0.00295
20544,3.29764
20547,12.07934
20548,12.2498
20549,0.53808
20551,2.33177
20552,0.3706
20553,10.23296
20555,0.56388
20558,11.55598
20559,10.00841
20560,0.71441
20561,0.54001
20563,0.20787
20565,1.04475
20567,2.76847
20568,1.49476
20569,4.39889
20570,2.43042
20571,1.15083
20572,3.72464
20574,1.37763
20575,12.65073
20576,2.72773
20577,6.95817
20578,0.0899
20579,2.37434
20580,9.41538
20583,4.00583
20585,0.16364
20586,0.5955
20588,1.4578
20589,3.51479
20592,12.44672
20593,7.27302
20596,0.5828
20597,0.48878
20599,2.85575
20600,3.43035
20601,0.69985
20602,1.63752
20603,11.04656
20604,3.25714
20605,2.87884
20606,3.42861
20609,2.87511
20611,9.12055
20612,0.21229
20614,2.68825
20615,10.7338
20617,3.02536
20620,12.28445
20621,7.85678
20622,0.81603
20623,9.8487
20624,3.78541
20627,5.21454
20628,1.77523
20629,2.93639
20632,3.3103
20633,6.6827
20636,0.45918
20637,1.01446
20638,3.77798
20639,2.50369
20640,0.68515
20641,1.27511
20642,3.09322
20644,1.2078
20646,2.92804
20647,1.33318
20649,13.04793
20651,0.51779
20652,1.12853
20653,0.68291
20654,3.37435
20655,2.86824
20657,0.0779
20658,0.67879
20659,7.55009
20660,1.30159
20661,1.93224
20662,9.28893
20663,0.52222
20664,1.62011
20666,0.82964
20667,0.3233
20670,0.44081
20672,0.94888
20673,5.92049
20674,9.46697
20676,1.2146
20677,0.63178
20678,0.33768
20679,3.36776
20680,2.23705
20681,7.37764
20682,7.14202
20684,1.62278
20685,0.27284
20686,10.43857
20689,5.25026
20691,11.38514
20693,0.50406
20694,3.75523
20696,1.52896
20697,2.02281
20699,0.20787
20700,1.25745
20701,2.2235
20702,1.77182
20703,8.97835
20705,1.06592
20706,0.5704
20708,1.00277
20709,4.91676
20711,5.48
20713,0.77305
20714,0.06771
20715,1.09295
20719,5.99945
20720,5.19284
20721,0.4116
20724,0.57841
20729,0.45603
20730,1.35515
20732,7.03753
20733,1.59256
20735,1.4977
20737,0.21078
20739,1.78405
20741,0.05351
20742,0.16808
20743,1.54539
20744,1.6374
20745,1.08569
20746,4.02504
20749,0.45115
20750,0.31024
20751,0.07077
20754,6.63478
20756,1.36885
20757,4.38123
20758,1.03905
20759,1.39338
20761,0.39091
20762,3.01223
20765,0.20446
20768,1.6842
20771,1.11935
20772,6.9304
20773,0.38367
20774,6.13681
20775,0.59755
20777,2.1667
20781,1.0329
20783,2.15288
20785,3.91876
20786,0.05785
20788,0.61795
20789,1.45803
20793,0.04204
20795,3.35186
20800,0.79572
20801,1.14287
20802,0.34234
20803,0.4422
20807,0.6353
20809,1.61876
20810,0.45724
20811,1.99339
20812,1.18037
20815,6.47357
20817,1.97668
20818,1.83166
20820,0.88575
20822,0.91194
20823,0.58655
20824,0.27074
20826,0.03333
20827,4.93777
20828,0.28404
20830,0.58309
20831,0.13213
20832,1.45947
20835,1.54693
20838,1.21651
20840,0.8729
20843,0.26834
20845,2.57827
20846,1.13595
20847,1.07092
20849,0.54552
20852,0.48821
20853,2.09499
20855,1.22419
20859,1.31692
20862,0.02402
20863,0.75154
20864,0.90887
20865,0.05676
20870,0.4098
20877,1.10003
20878,0.10469
20879,0.36286
20882,0.18143
20883,0.10909
20885,0.03654
20886,1.70737
20892,0.22972
20894,0.28963
20899,1.55119
20901,0.54165
20902,1.71886
20904,3.95597
20906,0.11204
20907,0.22386
20908,1.71314
20910,3.18555
20912,4.1368
20913,0.70022
20914,0.87453
20917,1.07459
20919,0.1886
20920,2.70272
20922,0.20459
20924,0.82644
20925,0.195
20927,1.20782
20928,1.3345
20931,0.01647
20932,1.60457
20933,2.62895
20936,0.22916
20937,0.31412
20941,0.59085
20942,1.3463
20945,0.56404
20946,1.4369
20947,0.62681
20948,0.56468
20949,0.25331
20951,0.57406
20953,1.60013
20956,0.11204
20957,0.48079
20961,0.70544
20962,3.35931
20965,0.17943
20966,0.7942
20967,1.00199
20968,2.56597
20970,0.33672
20975,3.00303
20976,0.32707
20982,0.38652
20985,0.10909
20986,0.10216
20987,0.08965
20990,0.89513
20991,0.17609
20994,0.30291
20995,2.93841
20996,0.35025
20997,0.95221
21001,0.58955
21003,0.23307
21006,1.33333
21007,0.15753
21008,0.33594
21014,0.13545
21016,0.32688
21022,0.19778
21024,0.42649
21027,0.28078
21028,0.07273
21032,0.33418
21033,1.13497
21034,0.69041
21035,1.11564
21037,0.62848
21038,0.01527
21039,1.55226
21040,0.61664
21042,1.08433
21044,1.22755
21048,0.17411
21049,0.08541
21055,0.02575
21056,0.11143
21057,0.07519
21058,0.89938
21064,0.41247
21065,0.41485
21073,0.84821
21074,0.48238
21077,0.09225
21079,1.45617
21080,0.04696
21084,0.07963
21086,0.81433
21087,0.29997
21088,0.17658
21092,0.47823
21093,0.45473
21097,0.86049
21099,0.29497
21105,0.6505
21109,0.82719
21110,0.79607
21111,0.24323
21112,0.92838
21114,0.15011
21118,0.23921
21119,0.18813
21126,0.23073
21129,0.56402
21131,0.12594
21135,0.32935
21140,0.45862
21142,0.35646
21144,0.85076
21146,1.0835
21153,0.32442
21154,1.03127
21155,0.1989
21157,0.1724
21159,0.30645
21163,0.29578
21164,0.20062
21167,0.08899
21168,0.28674
21170,0.12401
21171,0.30059
21176,0.1683
21179,0.08341
21180,0.13381
21182,0.00841
21184,0.10523
21190,0.02994
21191,0.20136
21192,0.16761
21194,0.12539
21196,0.24982
21200,0.03443
21201,0.02155
21202,0.08808
21207,0.06098
21209,0.14909
21212,0.0331
21214,0.22961
21218,0.0916
21222,0.07542
21224,0.05334
21226,0.15055
21227,0.17966
21233,0.13764
21244,0.0628
21245,0.1423
21246,0.06338
21248,0.05452
21252,0.06239
21256,0.05717
21259,0.05746
21262,0.05755
21263,0.0613
21265,0.01593
21266,0.0148
21267,0.038
21276,0.01421
